,nro_ticket,codigo,cupon,unidades,precio,fecha,hora_venta,cantidad_cupon,
5069,175074,205013,0,1,2000,2017-09-07,00:00:00.000,1810,1
5070,175074,700636,0,1,3000,2017-09-07,00:00:00.000,1810,1
5071,175075,44913,0,2,2000,2017-09-07,00:00:00.000,1811,2
5072,175076,690004,0,2,5400,2017-09-07,00:00:00.000,1827,2
5073,175076,80456,0,0,5750,2017-09-07,00:00:00.000,1827,1
5074,175076,8098,0,1,9450,2017-09-07,00:00:00.000,1827,1
5075,175076,70554,0,0,26100,2017-09-07,00:00:00.000,1827,1
5076,175076,527602,0,1,2400,2017-09-07,00:00:00.000,1827,1
5077,175076,527603,0,1,3550,2017-09-07,00:00:00.000,1827,1
5078,175076,425305,0,1,18200,2017-09-07,00:00:00.000,1827,1
5079,175076,921209,0,1,11000,2017-09-07,00:00:00.000,1827,1
5080,175076,8091,0,1,3750,2017-09-07,00:00:00.000,1827,1
5081,175076,444634,0,2,3000,2017-09-07,00:00:00.000,1827,1
5082,175076,9940571,0,1,8500,2017-09-07,00:00:00.000,1827,1
5083,175076,8059,0,1,2500,2017-09-07,00:00:00.000,1827,1
5084,175076,8021,0,1,3450,2017-09-07,00:00:00.000,1827,1
5085,175076,42432,0,2,750,2017-09-07,00:00:00.000,1827,1
5086,175076,1001999,0,2,1950,2017-09-07,00:00:00.000,1827,1
5087,175076,8071,0,1,14950,2017-09-07,00:00:00.000,1827,2
5088,175077,8100,0,0,12950,2017-09-07,00:00:00.000,1833,1
5089,175077,8091,0,1,3750,2017-09-07,00:00:00.000,1833,1
5090,175077,9940584,0,1,4700,2017-09-07,00:00:00.000,1833,1
5091,175077,47898,0,1,3200,2017-09-07,00:00:00.000,1833,1
5092,175077,47900,0,1,3200,2017-09-07,00:00:00.000,1833,1
5093,175077,70539,0,0,19850,2017-09-07,00:00:00.000,1833,1
5094,175078,70557,0,0,25500,2017-09-07,00:00:00.000,1834,1
5095,175078,9929734,0,1,1150,2017-09-07,00:00:00.000,1834,1
5096,175078,47464,0,1,3950,2017-09-07,00:00:00.000,1834,1
5097,175078,70539,0,1,19850,2017-09-07,00:00:00.000,1834,1
5098,175078,80124,0,1,3950,2017-09-07,00:00:00.000,1834,1
5099,175078,80176,0,0,6450,2017-09-07,00:00:00.000,1834,1
5100,175078,9981417,0,2,1700,2017-09-07,00:00:00.000,1834,1
5101,175078,98121,0,1,5300,2017-09-07,00:00:00.000,1834,1
5102,175078,992825,0,2,1650,2017-09-07,00:00:00.000,1834,2
5103,175078,80841,0,0,10950,2017-09-07,00:00:00.000,1834,1
5104,175078,90409,0,1,1950,2017-09-07,00:00:00.000,1834,1
5105,175078,70775,0,0,28050,2017-09-07,00:00:00.000,1834,1
5106,175078,9044,0,0,9950,2017-09-07,00:00:00.000,1834,1
5107,175078,991163,0,1,4600,2017-09-07,00:00:00.000,1834,1
5108,175078,99668,0,1,1850,2017-09-07,00:00:00.000,1834,1
5109,175078,437387,0,2,1500,2017-09-07,00:00:00.000,1834,2
5110,175079,502526,0,1,11850,2017-09-07,00:00:00.000,1839,1
5111,175079,502527,0,1,7350,2017-09-07,00:00:00.000,1839,1
5112,175079,22008956,0,1,11900,2017-09-07,00:00:00.000,1839,1
5113,175079,71063,0,2,26950,2017-09-07,00:00:00.000,1839,1
5114,175079,71036,0,5,23950,2017-09-07,00:00:00.000,1839,2
5115,175079,70553,0,2,25200,2017-09-07,00:00:00.000,1839,1
5116,175080,9028,0,0,10950,2017-09-07,00:00:00.000,1842,1
5117,175080,7045,0,0,29950,2017-09-07,00:00:00.000,1842,1
5118,175080,9043,0,0,9950,2017-09-07,00:00:00.000,1842,1
5119,175080,434001,0,1,18000,2017-09-07,00:00:00.000,1842,1
5120,175080,417998,0,1,4900,2017-09-07,00:00:00.000,1842,1
5121,175080,506995,0,1,1600,2017-09-07,00:00:00.000,1842,1
5122,175080,50712,0,2,1600,2017-09-07,00:00:00.000,1842,1
5123,175081,7045,0,1,29950,2017-09-07,00:00:00.000,1845,2
5124,175081,71058,0,1,17950,2017-09-07,00:00:00.000,1845,1
5125,175081,9011,0,1,5200,2017-09-07,00:00:00.000,1845,1
5126,175081,50712,0,3,1600,2017-09-07,00:00:00.000,1845,3
5127,175081,506995,0,2,1600,2017-09-07,00:00:00.000,1845,2
5128,175081,5242111,0,1,17450,2017-09-07,00:00:00.000,1845,1
5129,175081,226545,0,1,2000,2017-09-07,00:00:00.000,1845,1
5130,175081,226568,0,2,2000,2017-09-07,00:00:00.000,1845,2
5131,175081,9013,0,1,9750,2017-09-07,00:00:00.000,1845,1
5132,175081,90380,0,2,6500,2017-09-07,00:00:00.000,1845,1
5133,175081,90124,0,2,6900,2017-09-07,00:00:00.000,1845,1
5134,175081,20051,0,2,2450,2017-09-07,00:00:00.000,1845,1
5135,175081,9047,0,1,3950,2017-09-07,00:00:00.000,1845,1
5136,175081,9043,0,1,9950,2017-09-07,00:00:00.000,1845,1
5137,175082,70559,0,0,47250,2017-09-07,00:00:00.000,1848,1
5138,175082,70156,0,0,45900,2017-09-07,00:00:00.000,1848,1
5139,175082,70546,0,0,27800,2017-09-07,00:00:00.000,1848,1
5140,175082,80122,0,1,4450,2017-09-07,00:00:00.000,1848,1
5141,175083,996377,0,3,12000,2017-09-07,00:00:00.000,1850,3
5142,175084,8091,0,0,3750,2017-09-07,00:00:00.000,1851,1
5143,175084,70557,0,0,25500,2017-09-07,00:00:00.000,1851,1
5144,175084,90241,0,1,5750,2017-09-07,00:00:00.000,1851,1
5145,175084,9023,0,1,3200,2017-09-07,00:00:00.000,1851,1
5146,175084,995810,0,1,4350,2017-09-07,00:00:00.000,1851,1
5147,175085,70353,0,1,11950,2017-09-07,00:00:00.000,1856,1
5148,175085,90113,0,1,1250,2017-09-07,00:00:00.000,1856,1
5149,175085,8008,0,1,3950,2017-09-07,00:00:00.000,1856,1
5150,175085,9093,0,1,1250,2017-09-07,00:00:00.000,1856,1
5151,175085,481441,0,1,3450,2017-09-07,00:00:00.000,1856,1
5152,175085,992469,0,2,1700,2017-09-07,00:00:00.000,1856,2
5153,175086,437522,0,1,2500,2017-09-07,00:00:00.000,1857,1
5154,175086,425304,0,1,9950,2017-09-07,00:00:00.000,1857,1
5155,175086,991919,0,1,7950,2017-09-07,00:00:00.000,1857,1
5156,175086,98275,0,1,3500,2017-09-07,00:00:00.000,1857,1
5157,175086,70554,0,1,26100,2017-09-07,00:00:00.000,1857,1
5158,175086,200101,0,1,5450,2017-09-07,00:00:00.000,1857,1
5159,175086,200107,0,1,5450,2017-09-07,00:00:00.000,1857,1
5160,175086,8042,0,1,7950,2017-09-07,00:00:00.000,1857,1
5161,175086,8011,0,1,4750,2017-09-07,00:00:00.000,1857,1
5162,175086,9950111,0,1,6900,2017-09-07,00:00:00.000,1857,1
5163,175086,44911,0,3,5300,2017-09-07,00:00:00.000,1857,3
5164,175087,437721,0,1,4900,2017-09-07,00:00:00.000,1858,1
5165,175087,9991664,0,1,1500,2017-09-07,00:00:00.000,1858,1
5166,175087,434555,0,1,7500,2017-09-07,00:00:00.000,1858,1
5167,175087,2200595,0,1,5500,2017-09-07,00:00:00.000,1858,1
5168,175087,4119444,0,1,11400,2017-09-07,00:00:00.000,1858,1
5169,175087,9980596,0,1,1300,2017-09-07,00:00:00.000,1858,1
5170,175087,418828,0,1,2350,2017-09-07,00:00:00.000,1858,1
5171,175087,537410,0,1,22000,2017-09-07,00:00:00.000,1858,1
5172,175087,8044,0,0,19950,2017-09-07,00:00:00.000,1858,1
5173,175087,663355,0,1,7950,2017-09-07,00:00:00.000,1858,1
5174,175087,461147,0,1,6850,2017-09-07,00:00:00.000,1858,1
5175,175087,8002,0,0,3750,2017-09-07,00:00:00.000,1858,1
5176,175087,71052,0,1,36950,2017-09-07,00:00:00.000,1858,1
5177,175087,9915177,0,1,4350,2017-09-07,00:00:00.000,1858,1
5178,175087,41747,0,2,5700,2017-09-07,00:00:00.000,1858,1
5179,175087,9925724,0,1,5900,2017-09-07,00:00:00.000,1858,1
5180,175087,9987427,0,1,5750,2017-09-07,00:00:00.000,1858,1
5181,175087,9923805,0,1,2400,2017-09-07,00:00:00.000,1858,1
5182,175088,84080,0,1,9800,2017-09-07,00:00:00.000,1901,1
5183,175089,2200960017,0,1,7000,2017-09-07,00:00:00.000,1903,1
5184,175089,433225,0,1,11700,2017-09-07,00:00:00.000,1903,1
5185,175089,8900,0,1,7500,2017-09-07,00:00:00.000,1903,1
5186,175089,9921593,0,1,4750,2017-09-07,00:00:00.000,1903,1
5187,175090,417667,0,1,19900,2017-09-07,00:00:00.000,1904,1
5188,175090,75468,0,0,49450,2017-09-07,00:00:00.000,1904,1
5189,175090,72380,0,0,24900,2017-09-07,00:00:00.000,1904,1
5190,175090,7045,0,1,29950,2017-09-07,00:00:00.000,1904,1
5191,175090,259615,0,1,5350,2017-09-07,00:00:00.000,1904,1
5192,175090,90380,0,1,6500,2017-09-07,00:00:00.000,1904,1
5193,175090,8008,0,1,3950,2017-09-07,00:00:00.000,1904,1
5194,175090,80381,0,2,5000,2017-09-07,00:00:00.000,1904,2
5195,175091,9905845,0,1,14050,2017-09-07,00:00:00.000,1906,1
5196,175091,443143,0,1,51800,2017-09-07,00:00:00.000,1906,1
5197,175091,8050,0,1,29950,2017-09-07,00:00:00.000,1906,1
5198,175091,220074841,0,1,16000,2017-09-07,00:00:00.000,1906,1
5199,175091,81972,0,0,64000,2017-09-07,00:00:00.000,1906,1
5200,175091,90411,0,0,36200,2017-09-07,00:00:00.000,1906,1
5201,175091,90154,0,0,17900,2017-09-07,00:00:00.000,1906,1
5202,175091,74450,0,1,36950,2017-09-07,00:00:00.000,1906,1
5203,175091,74451,0,1,33950,2017-09-07,00:00:00.000,1906,1
5204,175091,71248,0,0,49250,2017-09-07,00:00:00.000,1906,1
5205,175092,90267,0,1,21500,2017-09-07,00:00:00.000,1909,1
5206,175093,9065218,0,1,9400,2017-09-07,00:00:00.000,1910,1
5207,175093,9013,0,0,9750,2017-09-07,00:00:00.000,1910,1
5208,175093,70182,0,1,4800,2017-09-07,00:00:00.000,1910,1
5209,175093,70554,0,0,26100,2017-09-07,00:00:00.000,1910,1
5210,175093,71052,0,1,36950,2017-09-07,00:00:00.000,1910,1
5211,175093,80099,0,2,3450,2017-09-07,00:00:00.000,1910,2
5212,175093,8002,0,1,3750,2017-09-07,00:00:00.000,1910,1
5213,175094,611283,0,1,9600,2017-09-07,00:00:00.000,1912,1
5214,175094,90154,0,0,17900,2017-09-07,00:00:00.000,1912,1
5215,175094,98275,0,1,3500,2017-09-07,00:00:00.000,1912,1
5216,175094,9028,0,0,10950,2017-09-07,00:00:00.000,1912,1
5217,175094,70774,0,0,30100,2017-09-07,00:00:00.000,1912,1
5218,175094,85470,0,0,40000,2017-09-07,00:00:00.000,1912,1
5219,175094,8197,0,1,4350,2017-09-07,00:00:00.000,1912,1
5220,175094,8014,0,0,18450,2017-09-07,00:00:00.000,1912,1
5221,175094,9029,0,1,2800,2017-09-07,00:00:00.000,1912,1
5222,175094,690005,0,2,5600,2017-09-07,00:00:00.000,1912,2
5223,175095,9023,0,2,3200,2017-09-07,00:00:00.000,1914,1
5224,175095,9028,0,0,10950,2017-09-07,00:00:00.000,1914,1
5225,175095,461344,0,4,4350,2017-09-07,00:00:00.000,1914,4
5226,175095,461314,0,1,6750,2017-09-07,00:00:00.000,1914,1
5227,175096,5256071,0,1,6800,2017-09-07,00:00:00.000,1916,1
5228,175096,154221,0,1,3300,2017-09-07,00:00:00.000,1916,1
5229,175096,70156,0,0,45900,2017-09-07,00:00:00.000,1916,1
5230,175096,72220,0,0,24650,2017-09-07,00:00:00.000,1916,1
5231,175096,23516,0,1,4900,2017-09-07,00:00:00.000,1916,1
5232,175097,440794,0,1,12400,2017-09-07,00:00:00.000,1917,1
5233,175097,70818,0,0,15500,2017-09-07,00:00:00.000,1917,1
5234,175097,11124,0,1,7950,2017-09-07,00:00:00.000,1917,1
5235,175097,70775,0,1,28050,2017-09-07,00:00:00.000,1917,1
5236,175097,90154,0,0,17900,2017-09-07,00:00:00.000,1917,1
5237,175097,90411,0,0,36200,2017-09-07,00:00:00.000,1917,1
5238,175097,9028,0,0,10950,2017-09-07,00:00:00.000,1917,1
5239,175097,90409,0,2,1950,2017-09-07,00:00:00.000,1917,1
5240,175097,2200444,0,1,2950,2017-09-07,00:00:00.000,1917,1
5241,175097,11410,0,1,8900,2017-09-07,00:00:00.000,1917,1
5242,175097,71036,0,1,23950,2017-09-07,00:00:00.000,1917,1
5243,175097,74450,0,1,36950,2017-09-07,00:00:00.000,1917,1
5244,175097,8091,0,1,3750,2017-09-07,00:00:00.000,1917,1
5245,175098,7046,0,5,20950,2017-09-07,00:00:00.000,1920,1
5246,175099,9903481,0,3,4450,2017-09-07,00:00:00.000,1921,3
5247,175099,9099176,0,3,4400,2017-09-07,00:00:00.000,1921,3
5248,175099,7045,0,1,29950,2017-09-07,00:00:00.000,1921,1
5249,175099,90640,0,1,12900,2017-09-07,00:00:00.000,1921,1
5250,175099,99754,0,1,9350,2017-09-07,00:00:00.000,1921,1
5251,175099,2036727,0,1,10500,2017-09-07,00:00:00.000,1921,1
5252,175099,8090,0,1,3450,2017-09-07,00:00:00.000,1921,1
5253,175099,9926964,0,1,14850,2017-09-07,00:00:00.000,1921,1
5254,175099,990899,0,1,7250,2017-09-07,00:00:00.000,1921,1
5255,175100,85470,0,0,40000,2017-09-07,00:00:00.000,1923,1
5256,175100,70344,0,1,27950,2017-09-07,00:00:00.000,1923,1
5257,175100,70557,0,0,25500,2017-09-07,00:00:00.000,1923,1
5258,175100,437969,0,1,2900,2017-09-07,00:00:00.000,1923,1
5259,175100,992470,0,3,3300,2017-09-07,00:00:00.000,1923,3
5260,175100,70550,0,0,10350,2017-09-07,00:00:00.000,1923,1
5261,175100,8002,0,1,3750,2017-09-07,00:00:00.000,1923,1
5262,175101,903101143,0,1,5200,2017-09-07,00:00:00.000,1927,1
5263,175101,8011,0,1,4750,2017-09-07,00:00:00.000,1927,1
5264,175101,8002,0,1,3750,2017-09-07,00:00:00.000,1927,1
5265,175101,70553,0,1,25200,2017-09-07,00:00:00.000,1927,1
5266,175101,71004,0,0,38450,2017-09-07,00:00:00.000,1927,1
5267,175101,9013,0,0,9750,2017-09-07,00:00:00.000,1927,1
5268,175101,90175,0,0,3500,2017-09-07,00:00:00.000,1927,1
5269,175101,72785,0,1,12400,2017-09-07,00:00:00.000,1927,1
5270,175101,90409,0,1,1950,2017-09-07,00:00:00.000,1927,1
5271,175102,9060611,0,1,13300,2017-09-07,00:00:00.000,1929,1
5272,175102,53460,0,1,9600,2017-09-07,00:00:00.000,1929,1
5273,175102,9037,0,0,8300,2017-09-07,00:00:00.000,1929,1
5274,175102,9006,0,2,1000,2017-09-07,00:00:00.000,1929,1
5275,175102,9050624,0,1,5100,2017-09-07,00:00:00.000,1929,1
5276,175103,70999,0,0,27000,2017-09-07,00:00:00.000,1930,1
5277,175103,9933630,0,1,1050,2017-09-07,00:00:00.000,1930,1
5278,175103,47866,0,1,900,2017-09-07,00:00:00.000,1930,1
5279,175103,90510,0,0,12950,2017-09-07,00:00:00.000,1930,1
5280,175103,78252509,0,1,900,2017-09-07,00:00:00.000,1930,1
5281,175103,369587,0,2,1700,2017-09-07,00:00:00.000,1930,2
5282,175103,5000112,0,2,1700,2017-09-07,00:00:00.000,1930,2
5283,175103,44910,0,1,5300,2017-09-07,00:00:00.000,1930,1
5284,175103,90883,0,0,9900,2017-09-07,00:00:00.000,1930,1
5285,175103,9044,0,0,9950,2017-09-07,00:00:00.000,1930,1
5286,175103,4848,0,2,500,2017-09-07,00:00:00.000,1930,2
5287,175104,72940,0,1,9900,2017-09-07,00:00:00.000,1932,1
5288,175105,2944,0,1,17900,2017-09-07,00:00:00.000,1932,1
5289,175105,421200,0,2,4200,2017-09-07,00:00:00.000,1932,2
5290,175105,259615,0,1,5350,2017-09-07,00:00:00.000,1932,1
5291,175105,44910,0,1,5300,2017-09-07,00:00:00.000,1932,1
5292,175105,810025,0,1,4200,2017-09-07,00:00:00.000,1932,1
5293,175105,90124,0,2,6900,2017-09-07,00:00:00.000,1932,1
5294,175105,9066028,0,1,3000,2017-09-07,00:00:00.000,1932,1
5295,175105,71052,0,0,36950,2017-09-07,00:00:00.000,1932,1
5296,175105,70557,0,0,25500,2017-09-07,00:00:00.000,1932,1
5297,175105,70156,0,0,45900,2017-09-07,00:00:00.000,1932,1
5298,175105,70554,0,0,26100,2017-09-07,00:00:00.000,1932,1
5299,175105,90380,0,1,6500,2017-09-07,00:00:00.000,1932,1
5300,175106,438162,0,1,9000,2017-09-07,00:00:00.000,1935,1
5301,175106,7050,0,0,38950,2017-09-07,00:00:00.000,1935,1
5302,175106,9013,0,0,9750,2017-09-07,00:00:00.000,1935,1
5303,175106,9927986,0,1,1650,2017-09-07,00:00:00.000,1935,1
5304,175106,9991631,0,1,4900,2017-09-07,00:00:00.000,1935,1
5305,175106,8239,0,0,12950,2017-09-07,00:00:00.000,1935,1
5306,175106,70987,0,0,46950,2017-09-07,00:00:00.000,1935,1
5307,175106,40090,0,0,54900,2017-09-07,00:00:00.000,1935,1
5308,175107,9992117,0,1,800,2017-09-07,00:00:00.000,1937,1
5309,175107,8002,0,1,3750,2017-09-07,00:00:00.000,1937,1
5310,175107,992470,0,1,3300,2017-09-07,00:00:00.000,1937,1
5311,175107,9083,0,0,2100,2017-09-07,00:00:00.000,1937,1
5312,175107,72394,0,0,25800,2017-09-07,00:00:00.000,1937,1
5313,175107,23659,0,0,5350,2017-09-07,00:00:00.000,1937,1
5314,175108,71052,0,1,36950,2017-09-07,00:00:00.000,1938,1
5315,175108,9013,0,0,9750,2017-09-07,00:00:00.000,1938,1
5316,175108,70552,0,1,26650,2017-09-07,00:00:00.000,1938,1
5317,175108,8002,0,1,3750,2017-09-07,00:00:00.000,1938,1
5318,175108,90409,0,1,1950,2017-09-07,00:00:00.000,1938,1
5319,175108,20051,0,2,2450,2017-09-07,00:00:00.000,1938,1
5320,175108,3948,0,1,1700,2017-09-07,00:00:00.000,1938,1
5321,175109,70556,0,1,26650,2017-09-07,00:00:00.000,1939,2
5322,175109,483378,0,1,4500,2017-09-07,00:00:00.000,1939,1
5323,175109,70774,0,1,30100,2017-09-07,00:00:00.000,1939,1
5324,175109,6202,0,3,1500,2017-09-07,00:00:00.000,1939,3
5325,175109,90647,0,0,14600,2017-09-07,00:00:00.000,1939,1
5326,175109,90646,0,0,15600,2017-09-07,00:00:00.000,1939,1
5327,175109,3379,0,4,2250,2017-09-07,00:00:00.000,1939,4
5328,175109,9901141,0,1,6100,2017-09-07,00:00:00.000,1939,1
5329,175109,9929652,0,2,2750,2017-09-07,00:00:00.000,1939,2
5330,175109,9992035,0,1,5750,2017-09-07,00:00:00.000,1939,1
5331,175109,5256071,0,2,6800,2017-09-07,00:00:00.000,1939,2
5332,175109,70183,0,2,18300,2017-09-07,00:00:00.000,1939,2
5333,175109,416516,0,1,25000,2017-09-07,00:00:00.000,1939,1
5334,175109,47264,0,1,16500,2017-09-07,00:00:00.000,1939,1
5335,175109,9933877,0,1,13800,2017-09-07,00:00:00.000,1939,1
5336,175109,7050,0,1,38950,2017-09-07,00:00:00.000,1939,1
5337,175109,90380,0,3,6500,2017-09-07,00:00:00.000,1939,1
5338,175109,9028,0,1,10950,2017-09-07,00:00:00.000,1939,1
5339,175109,9043,0,1,9950,2017-09-07,00:00:00.000,1939,1
5340,175109,423452,0,1,14750,2017-09-07,00:00:00.000,1939,1
5341,175109,417669,0,2,8950,2017-09-07,00:00:00.000,1939,2
5342,175109,432189,0,1,18200,2017-09-07,00:00:00.000,1939,1
5343,175109,440662,0,1,10950,2017-09-07,00:00:00.000,1939,1
5344,175109,630220,0,1,9700,2017-09-07,00:00:00.000,1939,1
5345,175109,9902364,0,2,2900,2017-09-07,00:00:00.000,1939,2
5346,175109,100049,0,2,9650,2017-09-07,00:00:00.000,1939,2
5347,175109,442890,0,3,2500,2017-09-07,00:00:00.000,1939,3
5348,175109,434983,0,5,1600,2017-09-07,00:00:00.000,1939,5
5349,175109,700940,0,4,1600,2017-09-07,00:00:00.000,1939,4
5350,175110,120635,0,1,12500,2017-09-07,00:00:00.000,1946,1
5351,175110,410226,0,1,4200,2017-09-07,00:00:00.000,1946,1
5352,175110,90409,0,1,1950,2017-09-07,00:00:00.000,1946,1
5353,175110,21500105,0,1,5950,2017-09-07,00:00:00.000,1946,1
5354,175110,70857,0,0,46300,2017-09-07,00:00:00.000,1946,1
5355,175110,417950,0,1,8500,2017-09-07,00:00:00.000,1946,1
5356,175110,482865,0,1,7900,2017-09-07,00:00:00.000,1946,1
5357,175110,9065063,0,2,2400,2017-09-07,00:00:00.000,1946,2
5358,175111,972122,0,2,750,2017-09-07,00:00:00.000,1947,1
5359,175111,9925135,0,1,3300,2017-09-07,00:00:00.000,1947,1
5360,175111,5256067,0,1,6150,2017-09-07,00:00:00.000,1947,1
5361,175111,444036,0,1,300,2017-09-07,00:00:00.000,1947,1
5362,175111,991101,0,2,300,2017-09-07,00:00:00.000,1947,2
5363,175111,43724,0,1,1200,2017-09-07,00:00:00.000,1947,1
5364,175111,444030,0,5,500,2017-09-07,00:00:00.000,1947,2
5365,175111,8011,0,0,4750,2017-09-07,00:00:00.000,1947,2
5366,175111,426871,0,1,12400,2017-09-07,00:00:00.000,1947,1
5367,175112,25370,0,2,6950,2017-09-07,00:00:00.000,1949,1
5368,175112,92347,0,1,5700,2017-09-07,00:00:00.000,1949,1
5369,175112,5796,0,1,7600,2017-09-07,00:00:00.000,1949,1
5370,175112,112120,0,1,11300,2017-09-07,00:00:00.000,1949,1
5371,175112,80665,0,2,4500,2017-09-07,00:00:00.000,1949,1
5372,175112,75468,0,0,49450,2017-09-07,00:00:00.000,1949,1
5373,175113,9032858,0,1,11250,2017-09-07,00:00:00.000,1951,1
5374,175113,505058,0,1,3900,2017-09-07,00:00:00.000,1951,1
5375,175113,9991551,0,1,22300,2017-09-07,00:00:00.000,1951,1
5376,175113,418215,0,1,3250,2017-09-07,00:00:00.000,1951,1
5377,175113,80122,0,1,4450,2017-09-07,00:00:00.000,1951,1
5378,175113,452503,0,1,3300,2017-09-07,00:00:00.000,1951,1
5379,175113,9991175,0,1,28000,2017-09-07,00:00:00.000,1951,1
5380,175113,99886,0,1,8450,2017-09-07,00:00:00.000,1951,1
5381,175113,8011,0,0,4750,2017-09-07,00:00:00.000,1951,1
5382,175113,70575,0,0,49450,2017-09-07,00:00:00.000,1951,1
5383,175113,70557,0,0,25500,2017-09-07,00:00:00.000,1951,1
5384,175113,9013,0,0,9750,2017-09-07,00:00:00.000,1951,1
5385,175113,90409,0,1,1950,2017-09-07,00:00:00.000,1951,1
5386,175113,443738,0,1,4000,2017-09-07,00:00:00.000,1951,1
5387,175114,435,0,1,900,2017-09-07,00:00:00.000,1954,1
5388,175114,444003,0,1,900,2017-09-07,00:00:00.000,1954,1
5389,175114,483463,0,1,900,2017-09-07,00:00:00.000,1954,1
5390,175114,991163,0,1,4600,2017-09-07,00:00:00.000,1954,1
5391,175114,418215,0,1,3250,2017-09-07,00:00:00.000,1954,1
5392,175114,70598,0,0,23500,2017-09-07,00:00:00.000,1954,1
5393,175114,25370,0,1,6950,2017-09-07,00:00:00.000,1954,1
5394,175114,47869,0,1,900,2017-09-07,00:00:00.000,1954,1
5395,175114,97569,0,0,36500,2017-09-07,00:00:00.000,1954,1
5396,175114,8091,0,1,3750,2017-09-07,00:00:00.000,1954,1
5397,175114,9914927,0,2,4450,2017-09-07,00:00:00.000,1954,2
5398,175114,7039,0,1,6950,2017-09-07,00:00:00.000,1954,1
5399,175114,718965,0,1,4750,2017-09-07,00:00:00.000,1954,1
5400,175114,9909278,0,1,6650,2017-09-07,00:00:00.000,1954,1
5401,175114,96344,0,1,8300,2017-09-07,00:00:00.000,1954,1
5402,175115,420342,0,1,1500,2017-09-07,00:00:00.000,1955,1
5403,175115,8185,0,0,35950,2017-09-07,00:00:00.000,1955,1
5404,175115,80918,0,0,29950,2017-09-07,00:00:00.000,1955,1
5405,175115,8000701,0,1,2500,2017-09-07,00:00:00.000,1955,1
5406,175115,12563,0,1,4500,2017-09-07,00:00:00.000,1955,1
5407,175115,8002,0,1,3750,2017-09-07,00:00:00.000,1955,1
5408,175115,746564,0,1,8000,2017-09-07,00:00:00.000,1955,1
5409,175115,8390,0,0,24950,2017-09-07,00:00:00.000,1955,1
5410,175115,410215,0,1,9700,2017-09-07,00:00:00.000,1955,1
5411,175115,897458,0,1,16250,2017-09-07,00:00:00.000,1955,1
5412,175115,432074,0,1,11900,2017-09-07,00:00:00.000,1955,1
5413,175115,132135,0,1,5000,2017-09-07,00:00:00.000,1955,1
5414,175115,690006,0,1,3950,2017-09-07,00:00:00.000,1955,1
5415,175115,102600,0,1,2900,2017-09-07,00:00:00.000,1955,1
5416,175115,646891,0,1,4350,2017-09-07,00:00:00.000,1955,1
5417,175115,2308,0,1,4350,2017-09-07,00:00:00.000,1955,1
5418,175115,74435,0,0,29950,2017-09-07,00:00:00.000,1955,1
5419,175115,9013,0,1,9750,2017-09-07,00:00:00.000,1955,1
5420,175115,9025,0,0,9200,2017-09-07,00:00:00.000,1955,1
5421,175115,9914658,0,1,9600,2017-09-07,00:00:00.000,1955,1
5422,175115,527609,0,1,5650,2017-09-07,00:00:00.000,1955,1
5423,175115,90376,0,3,2950,2017-09-07,00:00:00.000,1955,1
5424,175115,523464,0,1,14300,2017-09-07,00:00:00.000,1955,1
5425,175115,70554,0,0,26100,2017-09-07,00:00:00.000,1955,1
5426,175115,442773,0,1,10900,2017-09-07,00:00:00.000,1955,1
5427,175115,440674,0,1,4800,2017-09-07,00:00:00.000,1955,1
5428,175115,425030,0,1,2900,2017-09-07,00:00:00.000,1955,1
5429,175115,425031,0,1,3500,2017-09-07,00:00:00.000,1955,1
5430,175115,991163,0,1,4600,2017-09-07,00:00:00.000,1955,1
5431,175115,9033993,0,1,1500,2017-09-07,00:00:00.000,1955,1
5432,175116,9947400,0,1,5350,2017-09-07,00:00:00.000,2000,1
5433,175116,9947401,0,1,5350,2017-09-07,00:00:00.000,2000,1
5434,175116,54659,0,1,5350,2017-09-07,00:00:00.000,2000,1
5435,175116,70232,0,1,9350,2017-09-07,00:00:00.000,2000,1
5436,175116,425029,0,1,2500,2017-09-07,00:00:00.000,2000,1
5437,175116,54661,0,1,5350,2017-09-07,00:00:00.000,2000,1
5438,175116,434875,0,1,2850,2017-09-07,00:00:00.000,2000,1
5439,175116,89876,0,1,2850,2017-09-07,00:00:00.000,2000,1
5440,175116,4535,0,0,39750,2017-09-07,00:00:00.000,2000,1
5441,175116,443598,0,1,12000,2017-09-07,00:00:00.000,2000,1
5442,175116,424376,0,1,1600,2017-09-07,00:00:00.000,2000,1
5443,175116,410233,0,1,4400,2017-09-07,00:00:00.000,2000,1
5444,175116,70501,0,0,36500,2017-09-07,00:00:00.000,2000,1
5445,175116,41016,0,0,250000,2017-09-07,00:00:00.000,2000,1
5446,175116,425030,0,1,2900,2017-09-07,00:00:00.000,2000,1
5447,175116,9061,0,0,29600,2017-09-07,00:00:00.000,2000,1
5448,175116,8402,0,0,12950,2017-09-07,00:00:00.000,2000,1
5449,175116,80825,0,0,9950,2017-09-07,00:00:00.000,2000,1
5450,175117,572580,0,1,9750,2017-09-07,00:00:00.000,2002,1
5451,175117,963523,0,1,2750,2017-09-07,00:00:00.000,2002,1
5452,175117,98245,0,2,1600,2017-09-07,00:00:00.000,2002,2
5453,175117,9013,0,1,9750,2017-09-07,00:00:00.000,2002,1
5454,175117,70546,0,0,27800,2017-09-07,00:00:00.000,2002,1
