,nro_ticket,codigo,cupon,unidades,precio,fecha,hora_venta,cantidad_cupon,
104,1311,445047,0,1,17000,2017-08-01,00:00:00.000,841,1
105,1311,9947399,0,1,5350,2017-08-01,00:00:00.000,841,1
106,1311,54661,0,1,5350,2017-08-01,00:00:00.000,841,1
107,1312,80841,0,0,10950,2017-08-01,00:00:00.000,849,1
108,1312,80212,0,1,2500,2017-08-01,00:00:00.000,849,1
109,1313,416465,0,1,5400,2017-08-01,00:00:00.000,851,1
110,1313,990804,0,1,11350,2017-08-01,00:00:00.000,851,1
111,1313,2200573,0,1,8600,2017-08-01,00:00:00.000,851,1
112,1313,9923805,0,1,2400,2017-08-01,00:00:00.000,851,1
113,1313,7045,0,1,29950,2017-08-01,00:00:00.000,851,1
114,1313,8005,0,1,4250,2017-08-01,00:00:00.000,851,1
115,1313,8075,0,1,5950,2017-08-01,00:00:00.000,851,1
116,1314,9923710,0,2,2500,2017-08-01,00:00:00.000,853,1
117,1314,991164,0,1,9650,2017-08-01,00:00:00.000,853,1
118,1314,212224,0,3,1000,2017-08-01,00:00:00.000,853,1
119,1314,430132,0,1,1000,2017-08-01,00:00:00.000,853,1
120,1314,9940545,0,1,5500,2017-08-01,00:00:00.000,853,1
121,1314,425190,0,1,1500,2017-08-01,00:00:00.000,853,1
122,1314,8002,0,4,3750,2017-08-01,00:00:00.000,853,2
123,1314,72777,0,1,4950,2017-08-01,00:00:00.000,853,1
124,1314,377377,0,3,800,2017-08-01,00:00:00.000,853,1
125,1314,3,0,1,99,2017-08-01,00:00:00.000,853,1
126,1314,3304118,0,1,2850,2017-08-01,00:00:00.000,853,1
127,1314,3304114,0,1,2850,2017-08-01,00:00:00.000,853,1
128,1315,690003,0,1,5500,2017-08-01,00:00:00.000,858,1
129,1315,9992032,0,1,3600,2017-08-01,00:00:00.000,858,1
130,1315,461147,0,1,6850,2017-08-01,00:00:00.000,858,1
131,1315,22006634,0,1,3950,2017-08-01,00:00:00.000,858,1
132,1315,44113,0,1,4900,2017-08-01,00:00:00.000,858,1
133,1315,6000082,0,1,4700,2017-08-01,00:00:00.000,858,1
134,1315,442,0,1,200,2017-08-01,00:00:00.000,858,1
135,1315,9062630,0,1,3050,2017-08-01,00:00:00.000,858,1
136,1315,47992,0,1,2300,2017-08-01,00:00:00.000,858,1
137,1315,454590,0,1,7150,2017-08-01,00:00:00.000,858,1
138,1315,9901275,0,1,21000,2017-08-01,00:00:00.000,858,1
139,1315,771407,0,1,37000,2017-08-01,00:00:00.000,858,1
140,1315,8002,0,1,3750,2017-08-01,00:00:00.000,858,1
141,1315,90511,0,1,14450,2017-08-01,00:00:00.000,858,1
142,1315,259616,0,2,5350,2017-08-01,00:00:00.000,858,1
143,1315,50090,0,2,8500,2017-08-01,00:00:00.000,858,2
144,1315,43485,0,1,6550,2017-08-01,00:00:00.000,858,1
145,1316,90187,0,3,500,2017-08-01,00:00:00.000,906,1
146,1316,70514,0,1,13350,2017-08-01,00:00:00.000,906,1
147,1316,9015,0,1,1650,2017-08-01,00:00:00.000,906,1
148,1316,9006,0,1,500,2017-08-01,00:00:00.000,906,1
149,1316,9013,0,1,9800,2017-08-01,00:00:00.000,906,1
150,1316,9913652,0,2,7000,2017-08-01,00:00:00.000,906,1
151,1316,90003,0,1,9500,2017-08-01,00:00:00.000,906,1
152,1316,9910456,0,1,3550,2017-08-01,00:00:00.000,906,1
153,1317,71055,0,1,39950,2017-08-01,00:00:00.000,911,1
154,1317,70575,0,0,49450,2017-08-01,00:00:00.000,911,1
155,1317,9950103,0,1,7600,2017-08-01,00:00:00.000,911,1
156,1317,44911,0,2,5300,2017-08-01,00:00:00.000,911,2
157,1317,70514,0,1,13350,2017-08-01,00:00:00.000,911,1
158,1317,8018,0,0,19450,2017-08-01,00:00:00.000,911,1
159,1317,458956,0,1,10750,2017-08-01,00:00:00.000,911,1
160,1317,21500105,0,1,5950,2017-08-01,00:00:00.000,911,1
161,1318,25370,0,1,6950,2017-08-01,00:00:00.000,912,1
162,1318,9026,0,1,2400,2017-08-01,00:00:00.000,912,1
163,1318,443111,0,1,1000,2017-08-01,00:00:00.000,912,1
164,1318,74434,0,1,32950,2017-08-01,00:00:00.000,912,1
165,1319,952141,0,1,6500,2017-08-01,00:00:00.000,914,1
166,1320,9034,0,2,950,2017-08-01,00:00:00.000,915,1
167,1320,90187,0,3,500,2017-08-01,00:00:00.000,915,1
168,1320,90918,0,1,2650,2017-08-01,00:00:00.000,915,1
169,1320,70460,0,1,3950,2017-08-01,00:00:00.000,915,1
170,1320,80212,0,2,2500,2017-08-01,00:00:00.000,915,1
171,1320,80344,0,1,4000,2017-08-01,00:00:00.000,915,1
172,1321,80629,0,2,2500,2017-08-01,00:00:00.000,919,1
173,1321,80212,0,1,2500,2017-08-01,00:00:00.000,919,1
174,1322,78407251,0,1,6500,2017-08-01,00:00:00.000,922,1
175,1322,1255,0,1,3000,2017-08-01,00:00:00.000,922,1
176,1322,9018,0,1,2300,2017-08-01,00:00:00.000,922,1
177,1322,9019,0,1,2500,2017-08-01,00:00:00.000,922,1
178,1322,9003,0,4,250,2017-08-01,00:00:00.000,922,1
179,1322,9028,0,0,9950,2017-08-01,00:00:00.000,922,1
180,1322,990013,0,1,4400,2017-08-01,00:00:00.000,922,1
181,1323,9950103,0,2,7600,2017-08-01,00:00:00.000,924,2
182,1323,9980234,0,2,11950,2017-08-01,00:00:00.000,924,2
183,1323,443963,0,1,22300,2017-08-01,00:00:00.000,924,1
184,1323,1475,0,1,8100,2017-08-01,00:00:00.000,924,1
185,1323,90409,0,1,2500,2017-08-01,00:00:00.000,924,1
186,1323,423121,0,1,20900,2017-08-01,00:00:00.000,924,1
187,1323,70575,0,1,49450,2017-08-01,00:00:00.000,924,1
188,1323,9013,0,1,9800,2017-08-01,00:00:00.000,924,1
189,1324,746515,0,1,3350,2017-08-01,00:00:00.000,926,1
190,1324,995950,0,1,1900,2017-08-01,00:00:00.000,926,1
191,1324,70103,0,1,12950,2017-08-01,00:00:00.000,926,1
192,1324,90100,0,2,2900,2017-08-01,00:00:00.000,926,1
193,1324,78516,0,1,4650,2017-08-01,00:00:00.000,926,1
194,1324,9082,0,1,3400,2017-08-01,00:00:00.000,926,1
195,1325,9025,0,0,10950,2017-08-01,00:00:00.000,927,1
196,1325,9082,0,2,3400,2017-08-01,00:00:00.000,927,1
197,1325,9073,0,1,2150,2017-08-01,00:00:00.000,927,1
198,1325,72940,0,1,9900,2017-08-01,00:00:00.000,927,1
199,1325,90299,0,1,3400,2017-08-01,00:00:00.000,927,1
200,1326,8010,0,1,5000,2017-08-01,00:00:00.000,928,1
201,1327,9026,0,3,2400,2017-08-01,00:00:00.000,929,1
202,1327,417998,0,1,4900,2017-08-01,00:00:00.000,929,1
203,1327,24915,0,1,15600,2017-08-01,00:00:00.000,929,1
204,1327,70517,0,2,12550,2017-08-01,00:00:00.000,929,1
205,1328,71056,0,1,18950,2017-08-01,00:00:00.000,930,1
206,1328,9013,0,0,9800,2017-08-01,00:00:00.000,930,1
207,1328,90159,0,0,4200,2017-08-01,00:00:00.000,930,1
208,1329,437758,0,1,10150,2017-08-01,00:00:00.000,930,1
209,1329,85469,0,0,40000,2017-08-01,00:00:00.000,930,1
210,1329,70568,0,1,28000,2017-08-01,00:00:00.000,930,1
211,1329,70701,0,0,31500,2017-08-01,00:00:00.000,930,1
212,1329,8090,0,1,3450,2017-08-01,00:00:00.000,930,1
213,1329,9091,0,1,3400,2017-08-01,00:00:00.000,930,1
214,1329,9902364,0,1,2900,2017-08-01,00:00:00.000,930,1
215,1329,90277,0,0,15000,2017-08-01,00:00:00.000,930,2
216,1329,90376,0,3,3500,2017-08-01,00:00:00.000,930,1
217,1330,22008956,0,1,11900,2017-08-01,00:00:00.000,932,1
218,1331,7006,0,2,10950,2017-08-01,00:00:00.000,933,1
219,1331,80750,0,2,1950,2017-08-01,00:00:00.000,933,1
220,1331,8407,0,0,14950,2017-08-01,00:00:00.000,933,1
221,1332,700420,0,1,1500,2017-08-01,00:00:00.000,934,1
222,1333,8075,0,1,5950,2017-08-01,00:00:00.000,934,1
223,1333,7040,0,3,2450,2017-08-01,00:00:00.000,934,1
224,1333,7042,0,1,19950,2017-08-01,00:00:00.000,934,1
225,1333,7046,0,3,18950,2017-08-01,00:00:00.000,934,1
226,1334,972126,0,1,11900,2017-08-01,00:00:00.000,935,1
227,1334,43510,0,1,3750,2017-08-01,00:00:00.000,935,1
228,1334,2220477,0,1,4100,2017-08-01,00:00:00.000,935,1
229,1334,438830,0,1,8500,2017-08-01,00:00:00.000,935,1
230,1334,9091,0,1,3400,2017-08-01,00:00:00.000,935,1
231,1334,9013,0,0,9800,2017-08-01,00:00:00.000,935,1
232,1334,9011,0,0,4950,2017-08-01,00:00:00.000,935,1
233,1334,90152,0,1,11400,2017-08-01,00:00:00.000,935,1
234,1334,9029,0,1,2800,2017-08-01,00:00:00.000,935,1
235,1334,9023,0,1,3200,2017-08-01,00:00:00.000,935,1
236,1335,90330,0,1,11700,2017-08-01,00:00:00.000,937,1
237,1335,71066,0,0,51800,2017-08-01,00:00:00.000,937,1
238,1336,80750,0,1,1950,2017-08-01,00:00:00.000,939,1
239,1337,47260,0,3,1850,2017-08-01,00:00:00.000,939,1
240,1337,9929652,0,1,2750,2017-08-01,00:00:00.000,939,1
241,1337,483715,0,1,1850,2017-08-01,00:00:00.000,939,1
242,1337,7039,0,1,6950,2017-08-01,00:00:00.000,939,1
243,1337,70353,0,1,11950,2017-08-01,00:00:00.000,939,1
244,1337,7006,0,1,10950,2017-08-01,00:00:00.000,939,1
245,1337,90159,0,0,4200,2017-08-01,00:00:00.000,939,1
246,1337,416858,0,1,7300,2017-08-01,00:00:00.000,939,1
247,1337,9902679,0,1,4950,2017-08-01,00:00:00.000,939,1
248,1337,9028,0,0,9950,2017-08-01,00:00:00.000,939,1
249,1337,9013,0,0,9800,2017-08-01,00:00:00.000,939,1
250,1337,9023,0,1,3200,2017-08-01,00:00:00.000,939,1
251,1337,9990391,0,1,11300,2017-08-01,00:00:00.000,939,1
252,1337,9026,0,2,2400,2017-08-01,00:00:00.000,939,1
253,1337,90187,0,4,500,2017-08-01,00:00:00.000,939,1
254,1338,70969,0,0,26400,2017-08-01,00:00:00.000,941,1
255,1338,89480,0,0,15500,2017-08-01,00:00:00.000,941,1
256,1338,89484,0,0,15450,2017-08-01,00:00:00.000,941,1
257,1338,81795,0,0,18750,2017-08-01,00:00:00.000,941,1
258,1338,80612,0,1,3500,2017-08-01,00:00:00.000,941,1
259,1338,44911,0,1,5300,2017-08-01,00:00:00.000,941,1
260,1338,423712,0,2,2500,2017-08-01,00:00:00.000,941,2
261,1338,83435,0,1,3750,2017-08-01,00:00:00.000,941,1
262,1338,9029,0,1,2800,2017-08-01,00:00:00.000,941,1
263,1338,9021,0,1,3000,2017-08-01,00:00:00.000,941,1
264,1338,91750,0,1,3500,2017-08-01,00:00:00.000,941,1
265,1338,9023,0,0,3200,2017-08-01,00:00:00.000,941,1
266,1338,90277,0,0,15000,2017-08-01,00:00:00.000,941,1
267,1338,9091,0,0,3400,2017-08-01,00:00:00.000,941,1
268,1338,90175,0,0,3100,2017-08-01,00:00:00.000,941,1
269,1338,90206,0,0,6300,2017-08-01,00:00:00.000,941,1
270,1338,9012,0,1,8150,2017-08-01,00:00:00.000,941,1
271,1338,9009,0,0,5450,2017-08-01,00:00:00.000,941,1
272,1338,90187,0,1,500,2017-08-01,00:00:00.000,941,1
273,1339,84058,0,1,9800,2017-08-01,00:00:00.000,947,1
274,1339,777205,0,1,5650,2017-08-01,00:00:00.000,947,1
275,1340,4468,0,1,8400,2017-08-01,00:00:00.000,949,1
276,1340,8042,0,2,7950,2017-08-01,00:00:00.000,949,1
277,1340,7039,0,5,6950,2017-08-01,00:00:00.000,949,1
278,1340,7055,0,5,800,2017-08-01,00:00:00.000,949,3
279,1340,7050,0,3,29950,2017-08-01,00:00:00.000,949,1
280,1340,8002,0,1,3750,2017-08-01,00:00:00.000,949,1
281,1340,2022,0,1,1400,2017-08-01,00:00:00.000,949,1
282,1340,995940,0,2,2800,2017-08-01,00:00:00.000,949,1
283,1341,458956,0,2,10750,2017-08-01,00:00:00.000,951,2
284,1341,9928569,0,1,4250,2017-08-01,00:00:00.000,951,1
285,1341,990079,0,1,16500,2017-08-01,00:00:00.000,951,1
286,1341,525434,0,1,5550,2017-08-01,00:00:00.000,951,1
287,1341,443962,0,2,7600,2017-08-01,00:00:00.000,951,2
288,1341,9923703,0,2,2500,2017-08-01,00:00:00.000,951,2
289,1342,443066,0,1,23200,2017-08-01,00:00:00.000,952,1
290,1342,779616,0,1,10500,2017-08-01,00:00:00.000,952,1
291,1342,483053,0,2,5800,2017-08-01,00:00:00.000,952,2
292,1342,546158,0,3,2100,2017-08-01,00:00:00.000,952,1
293,1342,546157,0,1,2100,2017-08-01,00:00:00.000,952,1
294,1342,483475,0,2,1850,2017-08-01,00:00:00.000,952,2
295,1342,483474,0,2,1850,2017-08-01,00:00:00.000,952,2
296,1342,22006632,0,1,5500,2017-08-01,00:00:00.000,952,1
297,1342,98284,0,1,4100,2017-08-01,00:00:00.000,952,1
298,1342,418381,0,1,7700,2017-08-01,00:00:00.000,952,1
299,1342,225645,0,1,5200,2017-08-01,00:00:00.000,952,1
300,1342,427620,0,1,7000,2017-08-01,00:00:00.000,952,1
301,1342,432023,0,1,2500,2017-08-01,00:00:00.000,952,1
302,1342,9902364,0,1,2900,2017-08-01,00:00:00.000,952,1
303,1342,77964,0,1,9500,2017-08-01,00:00:00.000,952,1
304,1342,5257017,0,1,11500,2017-08-01,00:00:00.000,952,1
305,1342,9901840,0,1,9000,2017-08-01,00:00:00.000,952,1
306,1342,5258100,0,1,6600,2017-08-01,00:00:00.000,952,1
307,1342,438343,0,1,6500,2017-08-01,00:00:00.000,952,1
308,1342,73491,0,0,59000,2017-08-01,00:00:00.000,952,1
309,1342,90512,0,1,14850,2017-08-01,00:00:00.000,952,1
310,1342,9006,0,1,500,2017-08-01,00:00:00.000,952,1
311,1342,9043,0,0,9950,2017-08-01,00:00:00.000,952,1
312,1342,90206,0,1,6300,2017-08-01,00:00:00.000,952,1
313,1342,9013,0,1,9800,2017-08-01,00:00:00.000,952,1
314,1342,90099,0,0,23400,2017-08-01,00:00:00.000,952,1
315,1342,9011,0,1,4950,2017-08-01,00:00:00.000,952,1
316,1342,13615,0,0,8900,2017-08-01,00:00:00.000,952,1
317,1342,72790,0,1,14900,2017-08-01,00:00:00.000,952,1
318,1342,9028,0,0,9950,2017-08-01,00:00:00.000,952,1
319,1342,70916,0,0,52400,2017-08-01,00:00:00.000,952,1
320,1342,417949,0,1,3700,2017-08-01,00:00:00.000,952,1
321,1342,7045,0,1,29950,2017-08-01,00:00:00.000,952,1
322,1342,9063524,0,1,10850,2017-08-01,00:00:00.000,952,1
323,1342,90114,0,0,34900,2017-08-01,00:00:00.000,952,1
324,1342,22400,0,1,9000,2017-08-01,00:00:00.000,952,1
325,1342,991164,0,1,9650,2017-08-01,00:00:00.000,952,1
326,1342,70104,0,0,28950,2017-08-01,00:00:00.000,952,1
327,1343,443886,0,2,19500,2017-08-01,00:00:00.000,955,2
328,1343,8005,0,1,4250,2017-08-01,00:00:00.000,955,1
329,1343,9043,0,0,9950,2017-08-01,00:00:00.000,955,1
330,1343,70422,0,1,12950,2017-08-01,00:00:00.000,955,1
331,1343,70514,0,1,13350,2017-08-01,00:00:00.000,955,1
332,1343,97569,0,0,36500,2017-08-01,00:00:00.000,955,1
333,1343,70156,0,0,51800,2017-08-01,00:00:00.000,955,1
334,1343,71896,0,0,32400,2017-08-01,00:00:00.000,955,1
335,1343,70557,0,0,25500,2017-08-01,00:00:00.000,955,1
336,1343,70278,0,1,10000,2017-08-01,00:00:00.000,955,1
337,1344,70557,0,0,25500,2017-08-01,00:00:00.000,1005,1
338,1344,9933853,0,1,1450,2017-08-01,00:00:00.000,1005,1
339,1344,72796,0,0,5100,2017-08-01,00:00:00.000,1005,1
340,1344,80998,0,1,2500,2017-08-01,00:00:00.000,1005,1
341,1344,80212,0,1,2500,2017-08-01,00:00:00.000,1005,1
342,1344,8002,0,0,3750,2017-08-01,00:00:00.000,1005,1
343,1344,9925135,0,1,3200,2017-08-01,00:00:00.000,1005,1
344,1344,9907368,0,1,2000,2017-08-01,00:00:00.000,1005,1
345,1344,47898,0,1,3200,2017-08-01,00:00:00.000,1005,1
346,1344,70353,0,1,11950,2017-08-01,00:00:00.000,1005,1
347,1344,9011,0,0,4950,2017-08-01,00:00:00.000,1005,1
348,1344,70563,0,2,9900,2017-08-01,00:00:00.000,1005,1
349,1344,442918,0,1,7900,2017-08-01,00:00:00.000,1005,1
350,1345,90918,0,1,2650,2017-08-01,00:00:00.000,1007,1
351,1345,90187,0,3,500,2017-08-01,00:00:00.000,1007,1
352,1345,664471,0,2,1000,2017-08-01,00:00:00.000,1007,1
353,1345,85470,0,0,40000,2017-08-01,00:00:00.000,1007,1
354,1345,8007,0,1,5950,2017-08-01,00:00:00.000,1007,1
355,1345,422752,0,1,4600,2017-08-01,00:00:00.000,1007,1
356,1345,43510,0,1,3750,2017-08-01,00:00:00.000,1007,1
357,1345,70460,0,1,3950,2017-08-01,00:00:00.000,1007,1
358,1345,90241,0,1,5750,2017-08-01,00:00:00.000,1007,1
359,1345,70422,0,1,12950,2017-08-01,00:00:00.000,1007,1
360,1345,43481,0,1,2250,2017-08-01,00:00:00.000,1007,1
361,1345,801470,0,0,25000,2017-08-01,00:00:00.000,1007,1
362,1345,9907873,0,1,6900,2017-08-01,00:00:00.000,1007,1
363,1345,48607,0,1,6100,2017-08-01,00:00:00.000,1007,1
364,1345,9062298,0,1,1650,2017-08-01,00:00:00.000,1007,1
365,1345,47895,0,1,3200,2017-08-01,00:00:00.000,1007,1
366,1345,43514,0,1,7600,2017-08-01,00:00:00.000,1007,1
367,1346,90175,0,1,3100,2017-08-01,00:00:00.000,1009,1
368,1346,890890,0,1,6300,2017-08-01,00:00:00.000,1009,1
369,1346,9011,0,2,4950,2017-08-01,00:00:00.000,1009,1
370,1346,90330,0,2,11700,2017-08-01,00:00:00.000,1009,1
371,1346,90409,0,2,2500,2017-08-01,00:00:00.000,1009,1
372,1346,70513,0,4,14900,2017-08-01,00:00:00.000,1009,1
373,1347,9091,0,2,3400,2017-08-01,00:00:00.000,1011,1
374,1347,90474,0,2,7600,2017-08-01,00:00:00.000,1011,1
375,1348,22005062,0,1,33350,2017-08-01,00:00:00.000,1011,1
376,1348,25011,0,3,2750,2017-08-01,00:00:00.000,1011,1
377,1348,800087,0,2,4000,2017-08-01,00:00:00.000,1011,1
378,1349,438091,0,1,40000,2017-08-01,00:00:00.000,1012,1
379,1349,417615,0,1,9250,2017-08-01,00:00:00.000,1012,1
380,1349,418421,0,1,10900,2017-08-01,00:00:00.000,1012,1
381,1349,9907874,0,1,6500,2017-08-01,00:00:00.000,1012,1
382,1349,965222,0,1,12500,2017-08-01,00:00:00.000,1012,1
383,1349,98284,0,1,4100,2017-08-01,00:00:00.000,1012,1
384,1349,47878,0,1,6300,2017-08-01,00:00:00.000,1012,1
385,1349,443327,0,1,14000,2017-08-01,00:00:00.000,1012,1
386,1349,991766,0,1,3500,2017-08-01,00:00:00.000,1012,1
387,1349,991770,0,1,2650,2017-08-01,00:00:00.000,1012,1
388,1349,991774,0,1,14300,2017-08-01,00:00:00.000,1012,1
389,1349,41871,0,1,24500,2017-08-01,00:00:00.000,1012,1
390,1349,62112,0,1,10000,2017-08-01,00:00:00.000,1012,1
391,1349,9902380,0,2,3150,2017-08-01,00:00:00.000,1012,1
392,1349,443617,0,1,16500,2017-08-01,00:00:00.000,1012,1
393,1349,9903519,0,1,3950,2017-08-01,00:00:00.000,1012,1
394,1349,410232,0,2,4400,2017-08-01,00:00:00.000,1012,1
395,1349,9909516,0,1,13300,2017-08-01,00:00:00.000,1012,1
396,1349,48134,0,1,4150,2017-08-01,00:00:00.000,1012,1
397,1349,70559,0,0,47250,2017-08-01,00:00:00.000,1012,1
398,1349,75468,0,0,55300,2017-08-01,00:00:00.000,1012,1
399,1349,483474,0,8,1850,2017-08-01,00:00:00.000,1012,1
400,1349,9950804,0,4,1850,2017-08-01,00:00:00.000,1012,1
401,1349,89715,0,1,5800,2017-08-01,00:00:00.000,1012,1
402,1349,527607,0,1,6250,2017-08-01,00:00:00.000,1012,1
403,1349,90377,0,1,5700,2017-08-01,00:00:00.000,1012,1
404,1349,2255447,0,2,8850,2017-08-01,00:00:00.000,1012,2
405,1349,9013,0,1,9800,2017-08-01,00:00:00.000,1012,1
406,1349,9990507,0,1,2950,2017-08-01,00:00:00.000,1012,1
407,1349,43941,0,1,5050,2017-08-01,00:00:00.000,1012,1
